,申请年,受理局,处理后的IPC主分类号,申请数量
2650,2017,俄罗斯,B64C37,1
2651,2017,俄罗斯,B64C39,4
2652,2017,俄罗斯,B64D1,2
2653,2017,俄罗斯,B64D13,3
2654,2017,俄罗斯,B64D25,1
2655,2017,俄罗斯,B64D27,1
2656,2017,俄罗斯,B64D33,1
2657,2017,俄罗斯,B64D35,1
2658,2017,俄罗斯,B64D41,1
2659,2017,俄罗斯,B64D45,2
2660,2017,俄罗斯,B64D47,1
2661,2017,俄罗斯,B64F1,2
2662,2017,俄罗斯,B64G1,2
2663,2017,俄罗斯,C08J3,1
2664,2017,俄罗斯,C23C14,1
2665,2017,俄罗斯,C25D11,1
2666,2017,俄罗斯,F01D11,2
2667,2017,俄罗斯,F02C7,3
2668,2017,俄罗斯,F02K1,3
2669,2017,俄罗斯,F02K3,2
2670,2017,俄罗斯,F02K7,1
2671,2017,俄罗斯,F03D9,1
2672,2017,俄罗斯,F04D29,1
2673,2017,俄罗斯,F15B19,1
2674,2017,俄罗斯,F16C17,1
2675,2017,俄罗斯,F41J2,1
2676,2017,俄罗斯,F42B5,1
2677,2017,俄罗斯,F42C9,1
2678,2017,俄罗斯,G01C19,1
2679,2017,俄罗斯,G01M9,3
2680,2017,俄罗斯,G01N11,1
2681,2017,俄罗斯,G01N25,1
2682,2017,俄罗斯,G01R13,1
2683,2017,俄罗斯,G01R31,1
2684,2017,俄罗斯,G01S5,1
2685,2017,俄罗斯,G01V3,1
2686,2017,俄罗斯,G01W1,2
2687,2017,俄罗斯,G21C3,2
2688,2017,俄罗斯,H01M12,2
2689,2017,俄罗斯,H01M8,2
2690,2017,俄罗斯,H01Q1,1
2691,2017,俄罗斯,H01Q21,1
2692,2017,俄罗斯,H01T13,1
2693,2017,俄罗斯,H02J3,1
2694,2017,俄罗斯,H02J7,1
2695,2017,俄罗斯,H02J9,3
2696,2017,俄罗斯,H02K1,1
2697,2017,俄罗斯,H02K11,1
2698,2017,俄罗斯,H02K16,3
2699,2017,俄罗斯,H02M3,4
2700,2017,俄罗斯,H02M7,2
2701,2017,俄罗斯,H03F3,1
2702,2017,俄罗斯,H05B3,3
2703,2017,保加利亚,B60C23,1
2704,2017,保加利亚,F02K5,1
2705,2017,加拿大,A99Z99,1
2706,2017,加拿大,B63H3,1
2707,2017,加拿大,B64C13,2
2708,2017,加拿大,B64C27,2
2709,2017,加拿大,B64C29,2
2710,2017,加拿大,B64C3,2
2711,2017,加拿大,B64C9,2
2712,2017,加拿大,B64D13,1
2713,2017,加拿大,B64D27,7
2714,2017,加拿大,B64D29,1
2715,2017,加拿大,B64D35,3
2716,2017,加拿大,F01D25,1
2717,2017,加拿大,F02K5,2
2718,2017,加拿大,F03B13,1
2719,2017,加拿大,G01C9,2
2720,2017,加拿大,G01N27,1
2721,2017,加拿大,H01M6,1
2722,2017,加拿大,H02K21,2
2723,2017,加拿大,H02K5,1
2724,2017,卢森堡,F01D1,1
2726,2017,印度,A61B5,2
2727,2017,印度,B64D27,2
2728,2017,印度,B64D33,2
2729,2017,印度,F01K27,1
2730,2017,印度,F02C7,2
2731,2017,印度,F02C9,2
2732,2017,印度,F24F3,1
2733,2017,印度,H02J13,1
2734,2017,印度,H04W16,1
2735,2017,哈萨克斯坦,B64C39,1
2736,2017,土耳其,B60F5,1
2737,2017,奥地利,A62C3,1
2738,2017,奥地利,B64C1,2
2739,2017,奥地利,B64C11,1
2740,2017,奥地利,B64C13,4
2741,2017,奥地利,B64C25,1
2742,2017,奥地利,B64C27,2
2743,2017,奥地利,B64C29,1
2744,2017,奥地利,B64C3,1
2745,2017,奥地利,B64C39,1
2746,2017,奥地利,B64D13,2
2747,2017,奥地利,B64D15,1
2748,2017,奥地利,B64D27,3
2749,2017,奥地利,B64D35,1
2750,2017,奥地利,B64D41,1
2751,2017,奥地利,B64D47,1
2752,2017,奥地利,B64F1,2
2753,2017,奥地利,B64G1,1
2754,2017,奥地利,F02C3,1
2755,2017,奥地利,F02C7,2
2756,2017,奥地利,F02K3,1
2757,2017,奥地利,F02K5,1
2758,2017,奥地利,F16C11,1
2759,2017,奥地利,G01R31,1
2760,2017,奥地利,G05D1,2
2761,2017,奥地利,G06F1,1
2762,2017,奥地利,H02J4,1
2763,2017,奥地利,H02K7,1
2764,2017,奥地利,H05B3,1
2766,2017,巴西,A01M7,1
2767,2017,巴西,B63H3,1
2768,2017,巴西,B64C13,1
2769,2017,巴西,B64C25,2
2770,2017,巴西,B64C27,1
2771,2017,巴西,B64C39,1
2772,2017,巴西,B64C9,4
2773,2017,巴西,B64D13,1
2774,2017,巴西,B64D45,1
2775,2017,巴西,F02C7,1
2776,2017,巴西,H05K1,1
2777,2017,希腊,B64D27,1
2778,2017,德国,A47B31,1
2779,2017,德国,A62C3,1
2780,2017,德国,B23K11,1
2781,2017,德国,B60R11,1
2782,2017,德国,B64C1,1
2783,2017,德国,B64C13,5
2784,2017,德国,B64C25,1
2785,2017,德国,B64C27,3
2786,2017,德国,B64C29,1
2787,2017,德国,B64C39,3
2788,2017,德国,B64D13,3
2789,2017,德国,B64D27,2
2790,2017,德国,B64D31,2
2791,2017,德国,B64D33,1
2792,2017,德国,B64D35,2
2793,2017,德国,B64D9,1
2794,2017,德国,B65G13,2
2795,2017,德国,F02B47,1
2796,2017,德国,F02C7,1
2797,2017,德国,F03D3,1
2798,2017,德国,G05D1,1
2799,2017,德国,G08C23,1
2800,2017,德国,H01F1,1
2801,2017,德国,H02K1,1
2802,2017,德国,H02K3,1
2803,2017,德国,H02K7,1
2804,2017,德国,H02K9,1
2805,2017,德国,H05K5,2
2807,2017,意大利,B64D,4
2808,2017,捷克,B64C31,2
2809,2017,摩洛哥,B64C25,2
2810,2017,斯洛文尼亚,B64C1,1
2811,2017,新加坡,G01N27,1
2812,2017,日本,B01J35,1
2813,2017,日本,B64C25,2
2814,2017,日本,B64C27,2
2815,2017,日本,B64C29,3
2816,2017,日本,B64C39,2
2817,2017,日本,B64D25,2
2818,2017,日本,B64D27,9
2819,2017,日本,B64D31,2
2820,2017,日本,B64D35,4
2821,2017,日本,B64D41,2
2822,2017,日本,C08J5,1
2823,2017,日本,C08L63,1
2824,2017,日本,G01C7,1
2825,2017,日本,G01M15,1
2826,2017,日本,G01R29,1
2827,2017,日本,G03B5,1
2828,2017,日本,H05H1,2
2829,2017,欧亚专利局,B64D27,2
2830,2017,欧亚专利局,B64D35,1
2831,2017,欧亚专利局,H05F7,1
2832,2017,欧洲专利局,A62C3,2
2833,2017,欧洲专利局,B63H3,2
2834,2017,欧洲专利局,B64C1,4
2835,2017,欧洲专利局,B64C11,4
2836,2017,欧洲专利局,B64C13,9
2837,2017,欧洲专利局,B64C25,7
2838,2017,欧洲专利局,B64C27,6
2839,2017,欧洲专利局,B64C29,3
2840,2017,欧洲专利局,B64C3,3
2841,2017,欧洲专利局,B64C39,2
2842,2017,欧洲专利局,B64C9,1
2843,2017,欧洲专利局,B64D11,1
2844,2017,欧洲专利局,B64D13,7
2845,2017,欧洲专利局,B64D15,2
2846,2017,欧洲专利局,B64D27,10
2847,2017,欧洲专利局,B64D29,2
2848,2017,欧洲专利局,B64D35,2
2849,2017,欧洲专利局,B64D39,1
2850,2017,欧洲专利局,B64D41,2
2851,2017,欧洲专利局,B64D47,2
2852,2017,欧洲专利局,B64F1,5
2853,2017,欧洲专利局,B64G1,2
2854,2017,欧洲专利局,B65G13,5
2855,2017,欧洲专利局,F02C3,2
2856,2017,欧洲专利局,F02C7,5
2857,2017,欧洲专利局,F02K3,2
2858,2017,欧洲专利局,F02K5,2
2859,2017,欧洲专利局,F16C11,2
2860,2017,欧洲专利局,G01R31,2
2861,2017,欧洲专利局,G05D1,3
2862,2017,欧洲专利局,G05D17,1
2863,2017,欧洲专利局,G06F1,2
2864,2017,欧洲专利局,H01M6,2
2865,2017,欧洲专利局,H02H3,2
2866,2017,欧洲专利局,H02J3,1
2867,2017,欧洲专利局,H02J4,2
2868,2017,欧洲专利局,H02J7,2
2869,2017,欧洲专利局,H02K1,1
2870,2017,欧洲专利局,H02K7,1
2871,2017,欧洲专利局,H02P6,4
2872,2017,欧洲专利局,H05B3,2
2873,2017,比利时,F01D25,2
2874,2017,法国,B60K6,2
2875,2017,法国,B60W20,2
2876,2017,法国,B64C13,2
2877,2017,法国,B64C25,2
2878,2017,法国,B64C39,1
2879,2017,法国,B64D13,2
2880,2017,法国,B64D31,2
2881,2017,法国,B64D41,1
2882,2017,法国,B64F1,3
2883,2017,法国,B64F5,2
2884,2017,法国,F01D15,2
2885,2017,法国,G01D11,2
2886,2017,法国,G01R31,2
2887,2017,法国,H01M8,2
2888,2017,法国,H02B1,3
2889,2017,法国,H02H3,2
2890,2017,法国,H02J1,2
2891,2017,法国,H02J4,2
2892,2017,法国,H02K9,2
2893,2017,法国,H04J11,2
2894,2017,波兰,B64C11,1
2895,2017,波兰,B64D27,2
2896,2017,波兰,G01P15,1
2899,2017,澳大利亚,B63H3,1
2900,2017,澳大利亚,B64C27,1
2901,2017,澳大利亚,B64C3,2
2902,2017,澳大利亚,B64D27,2
2903,2017,爱尔兰,B60S1,1
2904,2017,瑞士,B64D27,1
2905,2017,瑞士,H01B7,1
2906,2017,白俄罗斯,B64D47,1
2907,2017,突尼斯,G09B25,1
2908,2017,罗马尼亚,B64C27,1
2909,2017,罗马尼亚,B64C29,1
2910,2017,罗马尼亚,F02B25,1
2912,2017,美国,B60F5,1
2913,2017,美国,B60L1,1
2914,2017,美国,B60L11,2
2915,2017,美国,B60L53,2
2916,2017,美国,B60L58,1
2917,2017,美国,B60L7,1
2918,2017,美国,B60T17,1
2919,2017,美国,B60W20,2
2920,2017,美国,B64C1,5
2921,2017,美国,B64C11,1
2922,2017,美国,B64C13,21
2923,2017,美国,B64C19,1
2924,2017,美国,B64C21,2
2925,2017,美国,B64C25,9
2926,2017,美国,B64C27,13
2927,2017,美国,B64C29,12
2928,2017,美国,B64C39,3
2929,2017,美国,B64C9,2
2930,2017,美国,B64D13,3
2931,2017,美国,B64D15,5
2932,2017,美国,B64D27,30
2933,2017,美国,B64D29,1
2934,2017,美国,B64D31,11
2935,2017,美国,B64D33,2
2936,2017,美国,B64D35,4
2937,2017,美国,B64D41,4
2938,2017,美国,B64D43,2
2939,2017,美国,B64D45,5
2940,2017,美国,B64F1,5
2941,2017,美国,B64F5,4
2942,2017,美国,B64G1,2
2943,2017,美国,E04B1,1
2944,2017,美国,E05F15,2
2945,2017,美国,F01D15,3
2946,2017,美国,F01D25,2
2947,2017,美国,F02B43,1
2948,2017,美国,F02B63,1
2949,2017,美国,F02B77,1
2950,2017,美国,F02C6,3
2951,2017,美国,F02C7,7
2952,2017,美国,F02K1,1
2953,2017,美国,F04D25,1
2954,2017,美国,F04D27,1
2955,2017,美国,F16F15,1
2956,2017,美国,F41H5,1
2957,2017,美国,G01M15,1
2958,2017,美国,G01R29,1
2959,2017,美国,G01R31,1
2960,2017,美国,G01W1,1
2961,2017,美国,G06F1,1
2962,2017,美国,G07C5,1
2963,2017,美国,G10G7,1
2964,2017,美国,H01M10,1
2965,2017,美国,H02J7,2
2966,2017,美国,H02K11,2
2967,2017,美国,H02K3,1
2968,2017,美国,H02K9,1
2969,2017,美国,H02P1,1
2970,2017,美国,H04N5,1
2971,2017,美国,H04Q9,2
2972,2017,美国,H05B3,2
2973,2017,美国,H05K7,2
2975,2017,英国,B60L8,2
2976,2017,英国,B64C23,2
2977,2017,英国,B64C25,2
2978,2017,英国,B64D15,1
2979,2017,英国,B64D25,1
2980,2017,英国,F02C7,3
2981,2017,英国,G01P13,1
2982,2017,英国,G01R1,2
2983,2017,西班牙,B64C13,1
2984,2017,西班牙,B64C25,2
2985,2017,西班牙,B64C27,3
2986,2017,西班牙,B64C29,2
2987,2017,西班牙,B64D15,1
2988,2017,西班牙,B64D41,1
2989,2017,西班牙,B64F1,1
2990,2017,西班牙,F02C3,1
2991,2017,西班牙,F16H37,2
2992,2017,韩国,B22F1,1
2993,2017,韩国,B64C13,2
2994,2017,韩国,B64C25,2
2995,2017,韩国,B64C27,3
2996,2017,韩国,B64C29,4
2997,2017,韩国,B64C39,2
2998,2017,韩国,B64D13,1
2999,2017,韩国,B64D17,1
3000,2017,韩国,B64D25,1
3001,2017,韩国,B64D27,2
3002,2017,韩国,B64D41,3
3003,2017,韩国,B64F1,1
3004,2017,韩国,D06M11,2
3005,2017,韩国,F16F7,2
3006,2017,韩国,G01R31,1
3007,2017,韩国,G05G9,1
3008,2017,韩国,G09B19,1
3009,2017,韩国,H01Q17,1
3010,2017,韩国,H02H3,1
3011,2017,韩国,H02K16,1
3013,2018,世界知识产权组织,B60L58,1
3014,2018,世界知识产权组织,B64B1,1
3015,2018,世界知识产权组织,B64C1,1
3016,2018,世界知识产权组织,B64C11,2
3017,2018,世界知识产权组织,B64C13,1
3018,2018,世界知识产权组织,B64C17,1
3019,2018,世界知识产权组织,B64C25,2
3020,2018,世界知识产权组织,B64C27,7
3021,2018,世界知识产权组织,B64C29,5
3022,2018,世界知识产权组织,B64C39,4
3023,2018,世界知识产权组织,B64D11,1
3024,2018,世界知识产权组织,B64D13,1
3025,2018,世界知识产权组织,B64D15,1
3026,2018,世界知识产权组织,B64D27,3
3027,2018,世界知识产权组织,B64D33,1
3028,2018,世界知识产权组织,B64D35,1
3029,2018,世界知识产权组织,B64F1,1
3030,2018,世界知识产权组织,B64F5,1
3031,2018,世界知识产权组织,C30B25,1
3032,2018,世界知识产权组织,F01D1,1
3033,2018,世界知识产权组织,F02C3,2
3034,2018,世界知识产权组织,F02M25,1
3035,2018,世界知识产权组织,F03D9,1
3036,2018,世界知识产权组织,F23G5,1
3037,2018,世界知识产权组织,G01C21,1
3038,2018,世界知识产权组织,G01R1,1
3039,2018,世界知识产权组织,G01R31,1
3040,2018,世界知识产权组织,G05D1,1
3041,2018,世界知识产权组织,G08G5,2
3042,2018,世界知识产权组织,H01B12,3
3043,2018,世界知识产权组织,H01B7,1
3044,2018,世界知识产权组织,H01F1,1
3045,2018,世界知识产权组织,H02J1,1
3046,2018,世界知识产权组织,H02J3,2
3047,2018,世界知识产权组织,H02J5,1
3048,2018,世界知识产权组织,H02J7,4
3049,2018,世界知识产权组织,H02K16,1
3050,2018,世界知识产权组织,H02K3,1
3051,2018,世界知识产权组织,H02K5,1
3052,2018,世界知识产权组织,H02K53,1
3053,2018,世界知识产权组织,H02M7,1
3054,2018,世界知识产权组织,H04L12,1
3055,2018,世界知识产权组织,H05B3,1
3056,2018,中国,A01B49,1
3057,2018,中国,A01G25,3
3058,2018,中国,A01G3,2
3059,2018,中国,A01M1,1
3060,2018,中国,A01M29,1
3061,2018,中国,A23C11,5
3062,2018,中国,A41D19,1
3063,2018,中国,A45C7,1
3064,2018,中国,A45D20,1
3065,2018,中国,A47J43,3
3066,2018,中国,A61C5,1
3067,2018,中国,A61N5,1
3068,2018,中国,A62B7,2
3069,2018,中国,A62B99,3
3070,2018,中国,A62C13,1
3071,2018,中国,A62C27,1
3072,2018,中国,A63G31,1
3073,2018,中国,A63H1,1
3074,2018,中国,A63H27,6
3075,2018,中国,A63H33,1
3076,2018,中国,B01F15,1
3077,2018,中国,B01F7,1
3078,2018,中国,B01J2,1
3079,2018,中国,B02C13,1
3080,2018,中国,B02C19,1
3081,2018,中国,B03C3,1
3082,2018,中国,B05B13,1
3083,2018,中国,B05B9,1
3084,2018,中国,B05D3,1
3085,2018,中国,B07C5,1
3086,2018,中国,B08B1,1
3087,2018,中国,B08B5,1
3088,2018,中国,B21D28,3
3089,2018,中国,B21D37,1
3090,2018,中国,B21D45,1
3091,2018,中国,B21D51,1
3092,2018,中国,B23B45,1
3093,2018,中国,B23D45,1
3094,2018,中国,B23D57,1
3095,2018,中国,B23G1,1
3096,2018,中国,B23H1,8
3097,2018,中国,B23K10,1
3098,2018,中国,B23K11,2
3099,2018,中国,B23K20,2
3100,2018,中国,B23K26,1
3101,2018,中国,B23K37,1
3102,2018,中国,B23P19,1
3103,2018,中国,B23P23,2
3104,2018,中国,B23P6,1
3105,2018,中国,B23Q1,1
3106,2018,中国,B23Q11,1
3107,2018,中国,B23Q3,2
3108,2018,中国,B24B19,2
3109,2018,中国,B24B23,7
3110,2018,中国,B24B27,1
3111,2018,中国,B24B29,1
3112,2018,中国,B24B5,1
3113,2018,中国,B24B55,1
3114,2018,中国,B24B7,1
3115,2018,中国,B24B9,1
3116,2018,中国,B24C9,1
3117,2018,中国,B25B11,1
3118,2018,中国,B25B21,1
3119,2018,中国,B25B27,2
3120,2018,中国,B25H3,1
3121,2018,中国,B25J11,1
3122,2018,中国,B26B19,1
3123,2018,中国,B26D1,1
3124,2018,中国,B26F1,1
3125,2018,中国,B27D3,1
3126,2018,中国,B27F7,1
3127,2018,中国,B29B7,2
3128,2018,中国,B29B9,2
3129,2018,中国,B29C35,1
3130,2018,中国,B29C39,1
3131,2018,中国,B29C44,1
3132,2018,中国,B29C45,2
3133,2018,中国,B29C47,2
3134,2018,中国,B29C48,5
3135,2018,中国,B29C65,2
3136,2018,中国,B29D30,1
3137,2018,中国,B31B50,2
3138,2018,中国,B32B3,1
3139,2018,中国,B41F15,1
3140,2018,中国,B41F16,1
3141,2018,中国,B41J2,1
3142,2018,中国,B41J3,2
3143,2018,中国,B42B5,2
3144,2018,中国,B44B1,1
3145,2018,中国,B60F5,7
3146,2018,中国,B60L11,2
3147,2018,中国,B60L53,2
3148,2018,中国,B60L58,2
3149,2018,中国,B60L8,1
3150,2018,中国,B60P7,1
3151,2018,中国,B60R16,1
3152,2018,中国,B60S5,1
3153,2018,中国,B62D25,1
3154,2018,中国,B62D5,1
3155,2018,中国,B63B3,1
3156,2018,中国,B63B35,3
3157,2018,中国,B63G8,1
3158,2018,中国,B63H21,2
3159,2018,中国,B64B1,3
3160,2018,中国,B64C1,8
3161,2018,中国,B64C11,8
3162,2018,中国,B64C13,1
3163,2018,中国,B64C15,2
3164,2018,中国,B64C17,1
3165,2018,中国,B64C19,1
3166,2018,中国,B64C21,1
3167,2018,中国,B64C25,26
3168,2018,中国,B64C27,97
3169,2018,中国,B64C29,11
3170,2018,中国,B64C3,3
3171,2018,中国,B64C31,4
3172,2018,中国,B64C33,2
3173,2018,中国,B64C35,10
3174,2018,中国,B64C39,25
3175,2018,中国,B64C5,4
3176,2018,中国,B64C9,1
3177,2018,中国,B64D1,10
3178,2018,中国,B64D10,1
3179,2018,中国,B64D11,10
3180,2018,中国,B64D13,7
3181,2018,中国,B64D15,10
3182,2018,中国,B64D17,1
3183,2018,中国,B64D25,2
3184,2018,中国,B64D27,89
3185,2018,中国,B64D31,5
3186,2018,中国,B64D33,4
3187,2018,中国,B64D35,2
3188,2018,中国,B64D37,6
3189,2018,中国,B64D41,2
3190,2018,中国,B64D45,4
3191,2018,中国,B64D47,6
3192,2018,中国,B64F1,23
3193,2018,中国,B64F3,1
3194,2018,中国,B64F5,31
3195,2018,中国,B64G1,9
3196,2018,中国,B64U10,1
3197,2018,中国,B65B51,1
3198,2018,中国,B65B61,1
3199,2018,中国,B65G19,1
3200,2018,中国,B65G47,2
3201,2018,中国,B65G65,1
3202,2018,中国,B65H35,1
3203,2018,中国,B65H47,1
3204,2018,中国,B65H54,2
3205,2018,中国,B65H75,3
3206,2018,中国,B66C1,1
3207,2018,中国,B66D3,1
3208,2018,中国,B66F11,2
3209,2018,中国,B66F15,1
3210,2018,中国,B66F3,3
3211,2018,中国,B66F9,1
3212,2018,中国,B67B3,1
3213,2018,中国,B67C3,1
3214,2018,中国,B67D7,7
3215,2018,中国,B68G7,1
3216,2018,中国,C02F11,1
3217,2018,中国,C02F9,1
3218,2018,中国,C09D161,1
3219,2018,中国,C09J195,1
3220,2018,中国,C09K5,1
3221,2018,中国,C10B1,1
3222,2018,中国,C23C26,2
3223,2018,中国,D02H3,1
3224,2018,中国,D03J1,1
3225,2018,中国,D04B35,1
3226,2018,中国,D04B7,1
3227,2018,中国,D05B27,1
3228,2018,中国,D05B33,1
3229,2018,中国,D05B35,1
3230,2018,中国,D05B37,1
3231,2018,中国,D05B55,1
3232,2018,中国,D05B65,1
3233,2018,中国,D05B69,2
3234,2018,中国,D05B75,2
3235,2018,中国,D05B81,1
3236,2018,中国,D05B9,1
3237,2018,中国,E01C23,1
3238,2018,中国,E01F13,1
3239,2018,中国,E02D29,1
3240,2018,中国,E02D7,1
3241,2018,中国,E03B7,1
3242,2018,中国,E04B2,1
3243,2018,中国,E04F21,1
3244,2018,中国,E04G21,1
3245,2018,中国,E06B11,2
3246,2018,中国,F01D1,1
3247,2018,中国,F01D15,2
3248,2018,中国,F01N3,1
3249,2018,中国,F02C3,2
3250,2018,中国,F02C6,6
3251,2018,中国,F02C7,6
3252,2018,中国,F02C9,3
3253,2018,中国,F02K3,2
3254,2018,中国,F02K5,2
3255,2018,中国,F02K7,2
3256,2018,中国,F02K9,3
3257,2018,中国,F02M31,1
3258,2018,中国,F03B13,2
3259,2018,中国,F03D7,1
3260,2018,中国,F03G7,1
3261,2018,中国,F04B1,2
3262,2018,中国,F04B17,3
3263,2018,中国,F04B39,1
3264,2018,中国,F04B49,1
3265,2018,中国,F04C27,1
3266,2018,中国,F04C28,1
3267,2018,中国,F04D25,6
3268,2018,中国,F04D29,1
3269,2018,中国,F15B11,2
3270,2018,中国,F15B19,1
3271,2018,中国,F15B21,1
3272,2018,中国,F16B11,1
3273,2018,中国,F16K3,1
3274,2018,中国,F16K31,2
3275,2018,中国,F16L23,1
3276,2018,中国,F16M11,2
3277,2018,中国,F16N37,1
3278,2018,中国,F17D3,1
3279,2018,中国,F21S41,1
3280,2018,中国,F21S8,3
3281,2018,中国,F21S9,1
3282,2018,中国,F23Q3,1
3283,2018,中国,F24C15,1
3284,2018,中国,F24F11,1
3285,2018,中国,F24F6,1
3286,2018,中国,F25B1,2
3287,2018,中国,F25B9,2
3288,2018,中国,F25C1,1
3289,2018,中国,F25D11,1
3290,2018,中国,F26B21,1
3291,2018,中国,F27B21,1
3292,2018,中国,F41B6,1
3293,2018,中国,F41J13,1
3294,2018,中国,F41J9,1
3295,2018,中国,G01B11,1
3296,2018,中国,G01D18,1
3297,2018,中国,G01D21,1
3298,2018,中国,G01F23,2
3299,2018,中国,G01L1,1
3300,2018,中国,G01L19,2
3301,2018,中国,G01L25,1
3302,2018,中国,G01M13,2
3303,2018,中国,G01M15,1
3304,2018,中国,G01M9,3
3305,2018,中国,G01N1,1
3306,2018,中国,G01N11,2
3307,2018,中国,G01N21,1
3308,2018,中国,G01N25,3
3309,2018,中国,G01N3,1
3310,2018,中国,G01P21,2
3311,2018,中国,G01P5,1
3312,2018,中国,G01R1,2
3313,2018,中国,G01R27,2
3314,2018,中国,G01R29,1
3315,2018,中国,G01R31,14
3316,2018,中国,G01S17,1
3317,2018,中国,G01S19,2
3318,2018,中国,G01S7,2
3319,2018,中国,G01T1,1
3320,2018,中国,G01V11,1
3321,2018,中国,G02B27,2
3322,2018,中国,G03B17,1
3323,2018,中国,G03D3,1
3324,2018,中国,G05B17,2
3325,2018,中国,G05B19,10
